team,group,confederation,fifa_rank,player_name,position,age,is_starter,pace,shooting,passing,dribbling,defending,physical,overall,playstyle,ratings_source,ranking_date,ranking_source,data_quality
South Africa,A,CAF,60,South Africa Central Midfielder 1,CM,26,True,73,70,80,77,74,74,74,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Central Midfielder 2,CM,29,True,72,68,81,76,73,73,73,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Goalkeeper,GK,29,True,49,35,65,55,81,78,73,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Left Back,LB,27,True,78,59,73,74,75,74,72,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Left Winger,LW,25,True,81,78,76,81,47,68,74,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Right Back,RB,27,True,79,60,73,74,75,74,72,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Right Winger,RW,25,True,81,77,76,80,47,68,73,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Africa,A,CAF,60,South Africa Striker,ST,27,True,77,83,70,76,44,78,74,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Centre Back 1,CB,28,True,74,50,72,70,86,87,78,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Centre Back 2,CB,30,True,72,48,75,71,85,86,77,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Defensive Midfielder,CDM,28,True,76,68,82,78,84,84,78,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Central Midfielder 1,CM,26,True,78,75,85,82,79,79,79,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Central Midfielder 2,CM,29,True,77,73,86,81,78,78,78,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Goalkeeper,GK,29,True,54,35,70,60,86,83,78,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Left Back,LB,27,True,83,64,78,79,80,79,77,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Left Winger,LW,25,True,86,83,81,86,52,73,79,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Right Back,RB,27,True,84,65,78,79,80,79,77,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Right Winger,RW,25,True,86,82,81,85,52,73,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
South Korea,A,AFC,25,South Korea Striker,ST,27,True,82,88,75,81,49,83,79,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Centre Back 1,CB,28,True,69,45,67,65,81,82,73,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Centre Back 2,CB,30,True,67,43,70,66,80,81,72,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Defensive Midfielder,CDM,28,True,71,63,77,73,79,79,73,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Central Midfielder 1,CM,26,True,73,70,80,77,74,74,74,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Central Midfielder 2,CM,29,True,72,68,81,76,73,73,73,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Goalkeeper,GK,29,True,49,35,65,55,81,78,73,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Left Back,LB,27,True,78,59,73,74,75,74,72,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Left Winger,LW,25,True,81,78,76,81,47,68,74,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Right Back,RB,27,True,79,60,73,74,75,74,72,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Right Winger,RW,25,True,81,77,76,80,47,68,73,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Bosnia and Herzegovina,B,UEFA,64,Bosnia and Herzegovina Striker,ST,27,True,77,83,70,76,44,78,74,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Centre Back 1,CB,28,True,73,49,71,69,85,86,77,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Centre Back 2,CB,30,True,71,47,74,70,84,85,76,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Defensive Midfielder,CDM,28,True,75,67,81,77,83,83,77,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Central Midfielder 1,CM,26,True,77,74,84,81,78,78,78,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Central Midfielder 2,CM,29,True,76,72,85,80,77,77,77,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Goalkeeper,GK,29,True,53,35,69,59,85,82,77,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Left Back,LB,27,True,82,63,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Left Winger,LW,25,True,85,82,80,85,51,72,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Right Back,RB,27,True,83,64,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Right Winger,RW,25,True,85,81,80,84,51,72,77,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Canada,B,CONCACAF,30,Canada Striker,ST,27,True,81,87,74,80,48,82,78,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Centre Back 1,CB,28,True,70,46,68,66,82,83,74,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Centre Back 2,CB,30,True,68,44,71,67,81,82,73,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Defensive Midfielder,CDM,28,True,72,64,78,74,80,80,74,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Central Midfielder 1,CM,26,True,74,71,81,78,75,75,75,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Central Midfielder 2,CM,29,True,73,69,82,77,74,74,74,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Goalkeeper,GK,29,True,50,35,66,56,82,79,74,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Left Back,LB,27,True,79,60,74,75,76,75,73,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Left Winger,LW,25,True,82,79,77,82,48,69,75,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Right Back,RB,27,True,80,61,74,75,76,75,73,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Right Winger,RW,25,True,82,78,77,81,48,69,74,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Qatar,B,AFC,56,Qatar Striker,ST,27,True,78,84,71,77,45,79,75,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Centre Back 1,CB,28,True,78,54,76,74,90,91,82,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Centre Back 2,CB,30,True,76,52,79,75,89,90,81,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Defensive Midfielder,CDM,28,True,80,72,86,82,88,88,82,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Central Midfielder 1,CM,26,True,82,79,89,86,83,83,83,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Central Midfielder 2,CM,29,True,81,77,90,85,82,82,82,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Goalkeeper,GK,29,True,58,35,74,64,90,87,82,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Left Back,LB,27,True,87,68,82,83,84,83,81,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Left Winger,LW,25,True,90,87,85,90,56,77,83,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Right Back,RB,27,True,88,69,82,83,84,83,81,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Right Winger,RW,25,True,90,86,85,89,56,77,82,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Switzerland,B,UEFA,19,Switzerland Striker,ST,27,True,86,92,79,85,53,87,83,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Brazil,C,CONMEBOL,6,Gabriel Magalhaes,CB,28,True,75,45,73,71,86,87,86,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Marquinhos,CB,32,True,76,50,79,78,87,84,87,ball_playing_cb,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Bruno Guimaraes,CM,28,True,72,78,85,84,80,82,86,box_to_box,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Lucas Paqueta,CM,28,True,76,80,84,87,73,78,85,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Alisson,GK,33,True,58,22,78,68,88,86,89,sweeper_keeper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Guilherme Arana,LB,29,True,80,68,79,82,77,76,82,wing_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Vinicius Junior,LW,25,True,96,86,82,92,36,75,90,dribbler,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Danilo,RB,34,True,72,63,78,77,82,82,83,full_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Raphinha,RW,29,True,88,84,83,86,55,74,86,pressing_forward,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Rodrygo,RW,25,True,88,85,82,88,39,66,87,complete_fwd,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Brazil,C,CONMEBOL,6,Endrick,ST,19,True,86,82,72,84,40,78,82,poacher,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Haiti,C,CONCACAF,83,Haiti Centre Back 1,CB,28,True,64,40,62,60,76,77,68,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Centre Back 2,CB,30,True,62,38,65,61,75,76,67,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Defensive Midfielder,CDM,28,True,66,58,72,68,74,74,68,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Central Midfielder 1,CM,26,True,68,65,75,72,69,69,69,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Central Midfielder 2,CM,29,True,67,63,76,71,68,68,68,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Goalkeeper,GK,29,True,44,35,60,50,76,73,68,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Left Back,LB,27,True,73,54,68,69,70,69,67,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Left Winger,LW,25,True,76,73,71,76,42,63,69,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Right Back,RB,27,True,74,55,68,69,70,69,67,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Right Winger,RW,25,True,76,72,71,75,42,63,68,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Haiti,C,CONCACAF,83,Haiti Striker,ST,27,True,72,78,65,71,39,73,69,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Morocco,C,CAF,7,Bilal El Khannouss,CAM,22,True,75,75,82,85,56,65,81,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Nayef Aguerd,CB,30,True,75,42,73,70,82,82,82,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Romain Saiss,CB,36,True,55,55,72,68,80,80,80,stopper,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Sofyan Amrabat,CDM,29,True,69,65,78,78,82,83,82,ball_winner,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Azzedine Ounahi,CM,26,True,76,72,80,84,69,70,80,box_to_box,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Yassine Bounou,GK,35,True,50,22,73,62,86,84,85,traditional_gk,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Noussair Mazraoui,LB,28,True,81,68,82,84,80,77,84,full_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Hakim Ziyech,LW,33,True,74,82,86,86,50,66,83,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Achraf Hakimi,RB,27,True,92,76,83,86,80,78,86,wing_back,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Brahim Diaz,RW,26,True,82,81,82,87,47,66,84,creator,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Morocco,C,CAF,7,Youssef En-Nesyri,ST,29,True,79,83,68,76,44,84,82,target_man,manual_seed_estimate,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_manual_seed
Scotland,C,UEFA,42,Scotland Centre Back 1,CB,28,True,73,49,71,69,85,86,77,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Centre Back 2,CB,30,True,71,47,74,70,84,85,76,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Defensive Midfielder,CDM,28,True,75,67,81,77,83,83,77,ball_winner,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Central Midfielder 1,CM,26,True,77,74,84,81,78,78,78,box_to_box,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Central Midfielder 2,CM,29,True,76,72,85,80,77,77,77,deep_lying_pm,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Goalkeeper,GK,29,True,53,35,69,59,85,82,77,traditional_gk,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Left Back,LB,27,True,82,63,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Left Winger,LW,25,True,85,82,80,85,51,72,78,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Right Back,RB,27,True,83,64,77,78,79,78,76,full_back,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Right Winger,RW,25,True,85,81,80,84,51,72,77,dribbler,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Scotland,C,UEFA,42,Scotland Striker,ST,27,True,81,87,74,80,48,82,78,complete_fwd,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Centre Back 1,CB,28,True,73,49,71,69,85,86,77,stopper,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
Australia,D,AFC,27,Australia Centre Back 2,CB,30,True,71,47,74,70,84,85,76,ball_playing_cb,generated_team_profile,2026-06-11,"FIFA official ranking, mirrored by Sofascore",tier1_generated_from_team_profile
